epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,3291.28,0.86768,0.49973,1.03964,0.79919,0.71741,0.76735,0.40103,1.64822,1.09997,1.73424,0.000126604,0.000126604,0.000126604
91,3329.12,0.87027,0.50279,1.04181,0.79202,0.72657,0.76984,0.4063,1.63277,1.10185,1.71323,0.000122025,0.000122025,0.000122025
92,3365.42,0.8702,0.51991,1.04916,0.8213,0.70758,0.76801,0.40317,1.64449,1.11995,1.72279,0.000117868,0.000117868,0.000117868
93,3401.78,0.86243,0.49574,1.03496,0.79289,0.71509,0.76129,0.39746,1.65016,1.13283,1.72993,0.000114138,0.000114138,0.000114138
94,3437.93,0.87551,0.50689,1.04586,0.79817,0.71168,0.76674,0.4006,1.64051,1.10457,1.73147,0.000110837,0.000110837,0.000110837
95,3474.12,0.84626,0.50258,1.02742,0.79296,0.72441,0.76682,0.40156,1.65378,1.11826,1.73152,0.000107971,0.000107971,0.000107971
96,3510.55,0.86357,0.49409,1.0543,0.79223,0.71261,0.7682,0.40217,1.64641,1.10413,1.73923,0.00010554,0.00010554,0.00010554
97,3546.66,0.84602,0.48694,1.03444,0.82975,0.69358,0.76947,0.40484,1.6575,1.10909,1.74825,0.000103548,0.000103548,0.000103548
98,3583.16,0.83906,0.48143,1.02654,0.78806,0.72014,0.76451,0.39663,1.66257,1.14137,1.75476,0.000101997,0.000101997,0.000101997
99,3619.21,0.83849,0.49203,1.0339,0.78233,0.72201,0.76771,0.4006,1.65491,1.12303,1.74728,0.000100888,0.000100888,0.000100888
100,3655.74,0.82462,0.48016,1.01845,0.78316,0.72871,0.77602,0.40433,1.65087,1.09629,1.74867,0.000100222,0.000100222,0.000100222
