epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,7508.56,1.23995,0.7953,1.27715,0.73341,0.74611,0.77829,0.42786,1.61668,1.1091,1.60544,0.000750086,0.000750086,0.000750086
108,7578.28,1.22921,0.79144,1.27178,0.79165,0.70563,0.77341,0.42375,1.62438,1.11865,1.61176,0.000745854,0.000745854,0.000745854
109,7648.22,1.21519,0.76725,1.2607,0.74854,0.74153,0.77158,0.42627,1.61046,1.1112,1.61431,0.000741601,0.000741601,0.000741601
110,7718.38,1.21589,0.77097,1.26411,0.77943,0.7269,0.77183,0.42089,1.62597,1.09847,1.61752,0.000737326,0.000737326,0.000737326
111,7788.03,1.20918,0.76187,1.26524,0.77031,0.71992,0.77874,0.42031,1.6382,1.10614,1.62842,0.000733031,0.000733031,0.000733031
112,7857.84,1.20494,0.7581,1.25576,0.75934,0.73775,0.77335,0.41955,1.63679,1.09109,1.62975,0.000728717,0.000728717,0.000728717
113,7927.77,1.20834,0.76543,1.25673,0.75229,0.73401,0.77331,0.41582,1.64932,1.09287,1.64456,0.000724382,0.000724382,0.000724382
114,7997.81,1.19393,0.74391,1.24073,0.76745,0.72666,0.77534,0.41908,1.66263,1.08235,1.65046,0.000720028,0.000720028,0.000720028
115,8067.97,1.18774,0.74424,1.24549,0.77166,0.72754,0.77168,0.41718,1.65587,1.10477,1.64794,0.000715656,0.000715656,0.000715656
116,8137.76,1.17665,0.72667,1.23259,0.76562,0.72891,0.77666,0.42518,1.64141,1.0974,1.65036,0.000711266,0.000711266,0.000711266
117,8207.51,1.1684,0.73043,1.23666,0.74955,0.74626,0.77398,0.42222,1.65989,1.09884,1.66612,0.000706857,0.000706857,0.000706857
118,8277.33,1.17084,0.72328,1.2358,0.76638,0.72498,0.76906,0.41787,1.6531,1.10018,1.65552,0.000702432,0.000702432,0.000702432
119,8347.33,1.16966,0.71412,1.23212,0.75252,0.73508,0.76588,0.4205,1.6453,1.0956,1.65375,0.00069799,0.00069799,0.00069799
120,8417.77,1.15908,0.71154,1.22545,0.77169,0.71973,0.76751,0.42056,1.65544,1.10899,1.66339,0.000693532,0.000693532,0.000693532
121,8488.09,1.16306,0.70249,1.23345,0.81285,0.70895,0.77562,0.42913,1.63452,1.06875,1.6446,0.000689058,0.000689058,0.000689058
122,8558.51,1.1484,0.69237,1.21672,0.78974,0.72612,0.77573,0.42499,1.64286,1.07818,1.66385,0.000684568,0.000684568,0.000684568
123,8628.69,1.15563,0.7057,1.21779,0.76906,0.73267,0.77127,0.41768,1.65858,1.0942,1.66768,0.000680064,0.000680064,0.000680064
124,8698.65,1.14025,0.69814,1.21354,0.79691,0.70685,0.76901,0.41332,1.66917,1.09836,1.68081,0.000675546,0.000675546,0.000675546
125,8769,1.13723,0.68757,1.20781,0.76092,0.73945,0.77519,0.41602,1.67222,1.0925,1.6806,0.000671014,0.000671014,0.000671014
126,8838.86,1.13152,0.68748,1.20931,0.76847,0.72705,0.77159,0.41667,1.6632,1.08591,1.67273,0.000666469,0.000666469,0.000666469
