epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2307.98,1.39871,1.07852,1.54867,0.76476,0.63528,0.74806,0.40608,1.54025,1.29922,1.73355,0.000675546,0.000675546,0.000675546
43,2362.91,1.36842,1.0519,1.51895,0.7422,0.72278,0.78354,0.42224,1.53775,1.14476,1.71236,0.00066191,0.00066191,0.00066191
44,2417.97,1.35149,1.06338,1.50141,0.76455,0.70519,0.77641,0.43063,1.48904,1.15343,1.66182,0.000648164,0.000648164,0.000648164
45,2472.8,1.35372,1.01049,1.50229,0.73797,0.75204,0.78651,0.43518,1.49133,1.08255,1.67765,0.000634322,0.000634322,0.000634322
46,2528.05,1.34162,1.00572,1.49314,0.6874,0.73861,0.75432,0.42004,1.50295,1.1752,1.6942,0.000620396,0.000620396,0.000620396
47,2582.81,1.33293,1.00008,1.48545,0.73952,0.70872,0.75952,0.42582,1.52287,1.14952,1.69867,0.0006064,0.0006064,0.0006064
48,2638,1.32545,0.97611,1.47416,0.74527,0.70999,0.77066,0.42395,1.54109,1.14735,1.73364,0.000592349,0.000592349,0.000592349
49,2693.37,1.3164,0.96698,1.47125,0.76801,0.7244,0.79116,0.43795,1.51032,1.07834,1.70217,0.000578256,0.000578256,0.000578256
50,2748.93,1.30174,0.94216,1.45766,0.75948,0.71401,0.77998,0.42734,1.52291,1.12017,1.70122,0.000564135,0.000564135,0.000564135
51,2804.51,1.29038,0.92045,1.44781,0.76581,0.69415,0.76333,0.42818,1.50415,1.15199,1.70446,0.00055,0.00055,0.00055
52,2860.38,1.28833,0.92649,1.45682,0.78079,0.70413,0.78205,0.43379,1.52786,1.105,1.70882,0.000535865,0.000535865,0.000535865
53,2915.98,1.26556,0.89632,1.43226,0.7584,0.73241,0.79041,0.43342,1.52485,1.08192,1.71743,0.000521744,0.000521744,0.000521744
54,2971.3,1.26489,0.88382,1.43316,0.7293,0.73678,0.79206,0.44142,1.4946,1.09594,1.68398,0.000507651,0.000507651,0.000507651
55,3026.6,1.24576,0.87739,1.41969,0.7532,0.72219,0.77583,0.43098,1.54375,1.08329,1.74128,0.0004936,0.0004936,0.0004936
56,3082.2,1.2591,0.86684,1.42984,0.78754,0.72089,0.78688,0.43756,1.53618,1.08545,1.72581,0.000479604,0.000479604,0.000479604
57,3137.53,1.23596,0.84026,1.40445,0.77553,0.73148,0.79416,0.43792,1.53765,1.06922,1.73419,0.000465678,0.000465678,0.000465678
58,3192.9,1.22728,0.833,1.39995,0.76533,0.73875,0.7931,0.43846,1.53374,1.08484,1.71837,0.000451836,0.000451836,0.000451836
59,3248.12,1.22082,0.8281,1.39163,0.78486,0.71586,0.78873,0.43164,1.52454,1.10077,1.72309,0.00043809,0.00043809,0.00043809
60,3303.47,1.21245,0.83134,1.39125,0.77526,0.7118,0.78136,0.43774,1.52874,1.09213,1.71871,0.000424454,0.000424454,0.000424454
61,3358.35,1.20514,0.8031,1.38592,0.78519,0.72307,0.79748,0.44851,1.50302,1.05564,1.71282,0.000410942,0.000410942,0.000410942
62,3413.89,1.18427,0.78435,1.36763,0.73672,0.73978,0.77362,0.42572,1.54676,1.08225,1.73983,0.000397568,0.000397568,0.000397568
63,3469.07,1.18296,0.78134,1.37481,0.7572,0.72681,0.76919,0.41398,1.54874,1.11196,1.7488,0.000384344,0.000384344,0.000384344
64,3524.38,1.1685,0.79172,1.36033,0.77278,0.70366,0.77702,0.42189,1.55924,1.07475,1.75421,0.000371283,0.000371283,0.000371283
65,3579.83,1.16179,0.75913,1.35253,0.77219,0.73266,0.77741,0.43011,1.56044,1.06331,1.74587,0.000358399,0.000358399,0.000358399
66,3635.85,1.15413,0.75227,1.35344,0.76036,0.7342,0.7901,0.4366,1.53411,1.06066,1.73334,0.000345704,0.000345704,0.000345704
67,3691.28,1.14059,0.75858,1.34072,0.78069,0.71907,0.78235,0.43421,1.54136,1.0797,1.76251,0.000333211,0.000333211,0.000333211
68,3747.1,1.12498,0.72351,1.3256,0.7757,0.74023,0.78187,0.42744,1.54759,1.06651,1.74589,0.000320931,0.000320931,0.000320931
69,3803.22,1.12272,0.7158,1.31951,0.75884,0.74352,0.7875,0.43575,1.54312,1.06543,1.7462,0.000308878,0.000308878,0.000308878
70,3860.48,1.11626,0.70943,1.32385,0.77244,0.75612,0.79073,0.43369,1.54768,1.03274,1.76962,0.000297062,0.000297062,0.000297062
71,3916.95,1.12683,0.70592,1.34479,0.75613,0.73605,0.77648,0.43092,1.55812,1.06585,1.77672,0.000285497,0.000285497,0.000285497
72,3973.84,1.09617,0.69524,1.30098,0.75008,0.76647,0.79478,0.43898,1.5534,1.02481,1.76069,0.000274192,0.000274192,0.000274192
73,4030.05,1.10586,0.69396,1.3199,0.7668,0.7402,0.78301,0.43346,1.55145,1.04365,1.77309,0.000263159,0.000263159,0.000263159
74,4086.5,1.07119,0.67399,1.29341,0.78975,0.71039,0.78133,0.4301,1.5655,1.04164,1.79188,0.00025241,0.00025241,0.00025241
